ward,total,win_num,anc,da,reg
59500022,10675,9316,9316,203,16885
59500023,9855,4029,4029,3900,18624
59500024,10797,6163,6163,4026,18068
59500025,8075,3625,3625,2978,15039
59500026,4894,2356,2356,1919,13734
59500027,8059,6199,1367,6199,14487
59500028,5278,3081,3081,1214,13858
59500029,8876,7746,7746,273,14573
59500030,8633,5189,5189,1951,16042
59500031,9185,6251,1501,6251,17667
59500032,5631,3357,3357,627,13917
59500033,9807,6937,2226,6937,17680
59500034,9424,4342,3369,4342,17221
59500035,10642,9069,1163,9069,17063
59500036,11084,9290,1385,9290,18193
59500037,9277,5886,5886,1974,16945
59500038,9744,6465,6465,267,15566
59500039,8000,2757,2757,83,16151
59500040,9562,6978,6978,105,15818
59500041,10205,8675,8675,120,17077
59500042,11146,9440,9440,233,16846
59500043,11166,8552,8552,338,17398
59500044,11548,10345,10345,161,17626
59500045,11695,10275,10275,221,16970
59500046,9394,7762,7762,79,15968
59500047,9291,8412,8412,89,14121
59500048,8636,4729,1406,4729,15077
59500049,8616,4971,686,4971,15079
59500050,7916,3673,550,3673,14287
59500051,10981,4410,1985,3946,18770
59500052,10072,3973,1981,3973,18073
59500053,9438,7209,7209,488,16309
59500054,9230,6773,6773,993,15757
59500055,11379,9531,9531,108,17996
59500056,10934,9893,9893,149,17471
59500057,11698,10484,10484,125,18208
59500058,9997,5616,5616,2779,17521
59500059,10235,7710,7710,1089,16933
59500060,9641,4485,4485,3101,18021
59500061,9605,3582,3413,3582,19300
59500062,8633,5050,5050,811,15371
59500063,9922,7676,1138,7676,16462
59500064,9346,4828,3846,4828,17062
59500065,10250,5440,3075,5440,17623
59500066,9245,7427,1333,7427,15887
59500067,11320,9424,9424,472,17326
59500068,10613,6635,1238,6635,18211
59500069,10539,4067,4067,2871,17952
59500070,10165,4088,1016,4088,18444
59500071,10452,4397,3306,4397,17941
59500072,9030,4153,4153,2055,16940
59500073,9970,4429,705,3819,18307
59500074,8228,7044,7044,133,14035
59500075,8296,5969,5969,807,15565
59500076,6249,5028,5028,94,13205
59500077,9389,7379,7379,185,17281
59500078,7982,6722,6722,85,14210
59500079,8527,6947,6947,91,15027
59500080,8173,6955,6955,88,14229
59500081,7584,5895,5895,63,13261
59500082,7812,6506,6506,105,14096
59500083,9796,8096,8096,106,16833
59500084,9719,8082,8082,129,16939
59500085,8814,7419,7419,107,15461
59500086,8526,7184,7184,101,14932
59500087,7472,5615,5615,73,13218
59500088,7728,5725,5725,142,14774
59500089,8957,3455,3455,198,16477
59500090,8044,2561,2355,2554,14678
59500091,9007,7763,7763,115,14635
59500092,10911,8155,8155,1484,17011
59500093,8460,5581,5581,2363,13831
59500094,8272,7154,7154,113,13650
59500095,9463,8395,8395,94,14291
59500096,9870,8536,8536,90,14414
59500097,8263,6798,1158,6798,13847
59500098,11116,9711,9711,579,17637
59500099,11421,6385,6385,1845,18368
59500100,11185,8619,8619,117,15548
59500101,8738,5702,5702,1668,15996
59500102,8979,5766,5766,1961,15098
59500103,9342,7200,7200,1414,14273
63701001,1989,1692,1692,86,3438
63701002,1941,1747,1747,48,3756
63701003,1815,1691,1691,45,3560
63701004,1398,1226,1226,35,2898
63701005,1856,1572,1572,138,3699
63701006,1478,1349,1349,48,2771
63701007,1789,1561,1561,125,2963
63701008,2138,1943,1943,120,3384
63701009,1892,1682,1682,78,3054
63701010,1836,1470,1470,92,3425
63701011,2173,1128,838,52,3403
63701012,1697,1150,1150,124,3304
63701013,1753,1605,1605,101,3186
63701014,2177,1695,1695,384,3853
63701015,1588,1427,1427,67,3062
63701016,1522,1212,1212,74,2983
63701017,1356,1106,1106,119,2443
63701018,1829,1537,1537,143,3583
63701019,1370,1134,1134,139,2411
63701020,1844,1447,1447,82,3738
63701021,1902,1618,1618,65,3577
63701022,2033,1773,1773,157,4169
63701023,1810,1645,1645,110,2975
63701024,1899,1412,1412,176,3908
63701025,1629,1285,1285,51,3199
63701026,1848,1353,1353,101,3304
63701027,2050,1787,1787,99,2944
63701028,2434,2239,2239,94,3713
63702001,2782,2087,2087,450,5087
63702002,2554,1753,1753,567,4920
63702003,2643,2068,2068,180,4828
63702004,2744,2290,2290,210,4850
63702005,2899,2628,2628,148,5364
63702006,2909,2550,2550,131,5134
63702007,3440,3163,3163,140,6007
63702008,2991,2393,2393,487,5105
63702009,3430,2902,2902,355,6406
63702010,3213,2508,2508,435,6230
63702011,2861,2273,2273,441,5751
63702012,2595,2032,2032,404,5249
63702013,3204,2662,2662,438,5910
63702014,2234,1104,1104,919,4785
63702015,3277,2849,2849,187,6846
63702016,3130,2849,2849,161,5972
63702017,2984,2509,2509,129,5760
63702018,2920,2519,2519,190,5423
63702019,3158,2719,2719,206,5706
63702020,3524,2629,2629,508,6383
63702021,3640,2017,2017,1424,6428
63702022,3697,2008,1496,2008,6178
63702023,2598,1864,542,1864,5315
63702024,2977,2700,2700,121,5782
63702025,2375,1871,1871,324,5294
63702026,2383,2153,2153,42,4840
63702027,2666,1568,1568,850,6120
63702028,2898,2535,2535,138,5693
63702029,3046,1488,1391,1488,5747
63702030,3339,2131,1006,2131,5884
63702031,3441,3182,3182,126,6172
63702032,2693,2380,2380,124,5707
63702033,3382,2302,909,2302,6236
63702034,2910,2453,2453,271,5623
63702035,3084,2436,2436,421,5730
63702036,2730,2427,2427,120,5045
63703001,3169,2782,2782,230,6009
63703002,2736,2287,2287,105,5983
63703003,2061,1805,1805,60,5436
63703004,2288,2071,2071,83,5654
63703005,2357,2052,2052,104,5392
63703006,2609,2250,2250,109,5738
63703007,2824,2529,2529,93,5606
63703008,3138,2423,2423,427,7463
63703009,2254,1793,1793,254,5578
63703010,2539,2094,2094,281,5876
63703011,2388,2122,2122,75,6283
63703012,2060,1821,1821,97,5219
63703013,2433,1928,1928,268,6750
63703014,3502,2839,466,2839,6979
63703015,3989,3608,206,3608,6803
63703016,2800,2325,295,2325,5629
63703017,3877,2973,746,2973,7346
63703018,5257,2789,2280,2789,11004
63703019,2348,2044,2044,175,6215
63703020,3071,2572,2572,223,6737
63703021,3716,3192,3192,353,7338
63703022,2558,2215,2215,94,6512
63703023,2681,2433,2433,101,6119
63703024,2260,1862,1862,50,6182
63703025,3067,1994,1994,220,5270
63703026,3719,3286,3286,221,6668
63703027,2973,2734,2734,74,6177
63703028,2558,1943,1943,111,5409
63703029,3931,3579,3579,148,7696
63703030,3234,2559,2559,332,6369
63703031,1685,1500,1500,76,5366
63703032,2164,1755,1755,276,5842
63703033,3258,2390,2390,664,7419
63703034,2367,2046,2046,57,6108
63703035,2436,1600,1600,613,5794
63703036,3153,2043,2043,846,5942
63703037,3059,2674,2674,78,7787
63703038,2253,1884,1884,73,6737
63704001,2094,1885,1885,32,3436
63704002,1415,752,581,752,2920
63704003,1677,1027,538,1027,3071
63704004,1927,1721,1721,52,3534
63704005,2467,2321,2321,44,3650
63704006,1808,1339,1339,364,3071
63705001,2249,1678,1678,33,3984
63705002,2252,1634,1634,53,4127
63705003,1830,1374,1374,121,3486
63705004,2166,1671,1671,135,4269
63705005,2328,1689,1689,53,4663
63705006,2018,1726,1726,123,4098
63705007,1663,1360,1360,99,3928
63705008,2536,2160,2160,149,4856
63705009,2077,1638,1638,235,4618
63705010,1950,1652,1652,147,4171
63705011,2020,1173,1173,13,3247
63705012,1665,1161,1161,37,3114
63705013,1409,1025,1025,203,3092
63705014,1572,1296,1296,140,4090
63705015,2161,1773,1773,125,4313
63705016,1900,1556,1556,46,3993
63705017,1916,1703,1703,92,4047
63705018,1635,1151,1151,84,3283
63705019,2182,1513,1513,82,4021
63705020,1806,1463,1463,29,3547
63705021,2319,1681,1681,45,4340
63705022,1995,1478,1478,83,3982
63705023,1808,1492,1492,82,3703
63705024,1459,1188,1188,73,2922
63705025,1900,1505,1505,42,4008
63705026,1974,1663,1663,77,3807
63705027,2298,1869,1869,117,4558
63705028,1708,1469,1469,79,3637
63705029,2267,1656,1656,92,4219
63705030,1720,1512,1512,90,3389
63705031,1520,1278,1278,83,3177
63801001,2145,1532,1532,20,3502
63801002,2096,1280,1280,57,3791
63801003,1879,1476,1476,43,3446
63801004,2023,1650,1650,40,3635
63801005,1496,919,919,20,2672
63801006,1810,1446,1446,42,3279
63801007,1821,1451,1451,160,3404
63801008,2211,1760,1760,110,3407
63801009,1680,1229,1229,21,3167
63801010,1433,972,972,85,3151
63801011,1651,1247,1247,145,2959
63801012,1897,1476,1476,72,3451
63801013,2018,1633,1633,55,3526
63801014,1829,1560,1560,26,3332
63802001,1860,1602,1602,130,3313
63802002,1606,1313,1313,132,3450
63802003,1879,1415,1415,364,3321
63802004,2222,1915,1915,182,3962
63802005,1861,1079,1079,670,3497
63802006,2094,1002,979,1002,3507
63802007,2132,1811,1811,134,3764
63802008,2138,1247,1247,782,3667
63802009,2412,1999,1999,298,4142
63802010,1894,1354,1354,429,3234
63802011,1091,885,885,95,1774
63802012,2807,1972,1972,705,5214
63802013,1173,995,995,80,2189
63802014,1417,710,624,710,2872
63802015,1169,889,889,168,2451
63803001,2162,1539,1539,163,4029
63803002,1918,1314,1314,139,3567
63803003,2483,1756,1756,162,4306
63803004,1957,1177,1177,396,3606
63803005,1938,1293,1293,354,4091
63803006,2234,1529,1529,214,4343
63803007,2222,1378,1378,457,4428
63803008,1270,813,813,186,3326
63803009,2567,1211,1211,948,4342
63803010,1658,958,958,281,3689
63803011,1634,1153,1153,69,3460
63803012,2019,1366,1366,186,4557
63803013,2108,1369,1369,281,4506
63803014,2207,1652,1652,122,4410
63803015,1979,1453,1453,106,3698
63803016,2070,1446,1446,142,4358
63803017,2338,1675,1675,175,4456
63803018,1830,1242,1242,195,3473
63803019,1992,1399,1399,167,3526
63803020,2144,1367,1367,179,4284
63803021,2131,1672,1672,144,3935
63803022,2612,1891,1891,137,4413
63803023,2816,2381,2381,47,4470
63803024,2330,1661,1661,167,4336
63803025,2114,1679,1679,69,3806
63803026,2319,1757,1757,65,4088
63803027,1980,1369,1369,226,3521
63803028,1553,1034,1034,291,3701
63803029,1989,1570,1570,85,3716
63803030,1775,1308,1308,101,3617
63803031,2198,1669,1669,102,4034
63804001,1594,1417,1417,54,2910
63804002,1729,1534,1534,53,3114
63804003,1736,1571,1571,81,3004
63804004,2350,1823,1823,321,4025
63804005,2687,1657,840,1657,4361
63804006,2063,1476,373,1476,3651
63804007,1569,1199,1199,111,2718
63804008,1886,1440,1440,152,3523
63804009,1776,1405,1405,201,3327
63804010,2221,2015,2015,79,3649
63804011,1811,1568,1568,71,3119
63804012,1696,1316,1316,180,3154
63804013,1384,1132,1132,72,3113
63804014,1929,1561,1561,278,3312
63804015,1907,1395,1395,37,3114
63804016,1977,1295,1295,506,3597
63804017,2051,1511,1511,150,3697
63804018,1649,1274,1274,108,3284
63804019,1678,1344,1344,63,2937
63804020,2055,1865,1865,82,3279
63804021,2148,1977,1977,69,3390
63805001,1467,1194,1194,28,2811
63805002,1826,1285,1285,27,3358
63805003,1459,941,941,6,2722
63805004,1496,1154,1154,18,2896
63805005,1598,1254,1254,22,2962
63805006,1439,1027,1027,31,2842
63805007,2164,1824,1824,24,3731
63805008,1898,1350,1350,25,3089
63805009,1734,1327,1327,27,3435
63805010,1353,988,988,24,3289
63805011,1852,1546,1546,29,3587
63805012,1195,670,401,32,3202
63805013,1745,1454,1454,26,3554
63805014,1995,1537,1537,43,3278
63805015,1906,905,905,805,3885
63805016,2133,1827,1827,105,3539
63805017,1984,1551,1551,268,3379
63805018,1699,1176,1176,15,3222
63805019,1510,1103,1103,254,3110
63805020,1877,1165,1165,26,3501
63902001,1976,1280,1280,537,3592
63902002,1594,855,855,696,3134
63902003,1684,1023,1023,558,2476
63902004,2294,1951,1951,211,3772
63902005,1281,1032,1032,132,2576
63902006,1941,1719,1719,98,3491
63902007,2016,1532,416,1532,3263
63902008,1892,1495,1495,165,3191
63902009,2225,1651,1651,417,4272
63903001,1915,1283,1283,198,3008
63903002,1483,1298,1298,66,2782
63903003,1974,1544,1544,119,3177
63903004,1949,1626,1626,62,3379
63903005,1792,1550,1550,49,2921
63903006,1855,1613,1613,28,3458
63903007,1909,931,784,931,3054
63903008,1760,1526,1526,49,3355
63904001,1645,754,754,735,2965
63904002,2121,1891,1891,36,3727
63904003,1742,1463,1463,52,3222
63904004,1686,762,762,155,3020
63904005,1746,1284,1284,169,3340
63904006,2088,1680,1680,116,3678
63904007,1390,1201,1201,54,2630
63904008,1774,1530,1530,72,3235
63904009,1797,1525,1525,73,3621
63904010,1594,1255,1255,87,3545
63904011,1092,939,939,66,1944
63904012,1360,1033,1033,127,3342
63904013,1688,1379,1379,128,3127
63904014,1889,1493,1493,200,3270
63904015,1872,1568,1568,48,3594
63904016,2045,1818,1818,44,3568
63904017,1886,1625,1625,22,3208
63904018,2182,2032,2032,46,3696
63904019,1694,1507,1507,46,3389
63904020,2009,1848,1848,42,3502
63904021,2028,1855,1855,62,3924
63904022,1872,1647,1647,94,3216
63904023,1283,1125,1125,27,2694
63904024,2024,1602,1602,156,3724
63904025,1897,1627,1627,124,3992
63904026,1755,1571,1571,22,2978
63906001,1993,1545,1545,325,3056
63906002,1517,1112,1112,315,2529
63906003,1814,1220,1220,501,3199
63906004,1654,845,845,622,2541
63906005,2147,1975,1975,68,3729
63906006,1386,1015,215,1015,2778
63906007,2519,2304,2304,103,4293
63907001,1993,1693,1693,130,3340
63907002,1451,1043,1043,244,2897
63907003,1703,1167,1167,358,3442
63907004,1785,1336,1336,58,3243
63907005,1460,995,995,31,2865
63907006,2040,1726,1726,63,3424
63907007,2055,1588,1588,25,3701
63907008,1761,1295,1295,81,3407
63907009,1624,1182,1182,47,3385
63907010,1625,1275,1275,51,3537
63907011,1582,1363,1363,29,3440
63907012,1551,1327,1327,50,3411
63907013,1690,1398,1398,49,2808
63907014,2080,1637,1637,57,3474
63907015,1665,1231,1231,76,2890
64001001,1469,1386,1386,36,2720
64001002,1543,1399,1399,63,2838
64001003,1934,1663,1663,125,3678
64001004,1989,1641,1641,239,3511
64001005,1694,1388,1388,150,3031
64001006,2323,1314,1314,857,3780
64002001,1970,1787,1787,115,3016
64002002,1864,1121,568,1121,3221
64002003,3140,2253,663,2253,4706
64002004,2734,1476,1476,1112,3866
64002005,2345,2076,85,2076,3481
64002006,2168,1377,1377,697,4374
64002007,1230,995,141,995,2770
64002008,1910,1777,1777,69,3135
64002009,2177,1976,1976,119,3674
64002010,1981,1844,1844,71,3467
64002011,1283,1185,1185,50,2078
64002012,1940,1810,1810,62,2982
64002013,2296,1353,1353,767,3691
64002014,1995,1846,1846,67,3205
64002015,2391,1983,144,1983,3604
64002016,2132,2039,2039,51,3462
64002017,1829,1746,1746,54,3223
64002018,2009,1859,1859,71,3270
64002019,2691,2488,2488,62,4028
64002020,744,697,697,26,777
64002021,3070,1843,1843,1012,4344
64002022,2915,2628,99,2628,6038
64002023,1544,1402,21,1402,1836
64002024,1145,865,196,865,2167
64002025,1738,1536,42,1536,2866
64002026,3644,3482,3482,62,5661
64003001,2850,2014,2014,606,5121
64003002,4710,4409,4409,137,6905
64003003,2831,1568,1058,1568,5038
64003004,3786,3321,3321,352,5956
64003005,3886,3625,3625,80,6182
64003006,3307,2698,2698,445,5873
64003007,3409,3104,3104,135,5950
64003008,2977,2680,2680,146,4773
64003009,3375,3069,3069,106,5501
64003010,2924,2659,2659,106,4755
64003011,2954,2689,2689,111,5096
64003012,3698,3454,3454,123,5696
64003013,2555,2339,2339,70,4652
64003014,2706,2519,2519,51,4665
64003015,3500,2257,843,2257,5961
64003016,2531,2039,322,2039,4213
64003017,3951,3252,443,3252,5977
64003018,3302,2282,795,2282,5635
64003019,2785,1993,585,1993,5206
64003020,2316,2056,2056,112,4315
64003021,1595,1336,1336,142,4338
64003022,3006,2684,2684,154,6175
64003023,2646,2395,2395,91,5025
64003024,2823,2496,2496,143,4980
64003025,2508,2179,2179,142,4677
64003026,2648,2433,2433,92,5017
64003027,3019,2832,2832,93,5098
64003028,2342,1447,755,1447,4504
64003029,2547,1426,936,1426,5243
64003030,3167,1922,735,1922,5867
64003031,3128,1869,1869,974,5399
64003032,2694,2483,2483,68,5397
64003033,2889,2680,2680,57,5794
64003034,2548,2322,2322,56,4898
64003035,2639,2388,2388,62,5089
64004001,1528,1365,1365,63,3032
64004002,2053,1874,1874,55,3235
64004003,1925,1746,1746,64,3403
64004004,1819,1686,1686,55,3109
64004005,1448,996,427,996,2846
64004006,1739,1003,1003,575,3203
64004007,1333,1070,1070,132,2580
64004008,2253,1381,1381,405,3611
64004009,1748,1217,1217,305,3207
64004010,1837,1531,1531,191,3157
64004011,2367,2110,2110,42,3743
74201001,5267,4741,367,4741,7935
74201002,4630,3302,3302,242,8173
74201003,4599,3016,3016,1324,8121
74201004,3766,2613,1020,2613,7395
74201005,6991,6471,265,6471,10548
74201006,3443,3132,3132,96,7468
74201007,4554,3600,3600,758,8491
74201008,3866,2974,2974,577,7301
74201009,4881,4033,725,4033,8796
74201010,3973,2929,911,2929,7069
74201011,4236,3151,3151,690,7431
74201012,3941,3304,3304,160,7300
74201013,4113,3498,3498,186,7471
74201014,3904,3450,3450,178,7233
74201015,3577,1689,1642,1689,7928
74201016,4598,2604,1918,2604,7503
74201017,3407,2708,2708,119,6828
74201018,3653,3287,3287,163,7567
74201019,3520,3203,3203,150,7256
74201020,5209,4620,4620,351,8714
74201021,4258,3154,3154,888,7632
74201022,4467,4036,4036,174,8253
74201023,3427,2811,2811,448,6305
74201024,3607,3328,3328,137,6915
74201025,4854,2260,2260,1845,8922
74201026,4858,4379,4379,233,8748
74201027,2954,2398,2398,113,7345
74201028,4913,4420,4420,273,8679
74201029,3699,3149,3149,251,7246
74201030,3543,3175,3175,170,5989
74201031,4087,3329,3329,327,8235
74201032,4235,3540,3540,222,7964
74201033,4361,3709,3709,174,8013
74201034,4094,3392,3392,202,7299
74201035,3841,3352,3352,215,6783
74201036,4025,3197,3197,220,7632
74201037,4277,3673,3673,235,7996
74201038,4752,4185,4185,332,7193
74201039,3497,2620,2620,209,6851
74201040,4303,3630,3630,291,7585
74201041,4035,3492,3492,230,6989
74201042,2823,2437,2437,162,6493
74201043,3386,3114,3114,141,6637
74201044,3719,3363,3363,160,7287
74201045,4609,3650,809,3650,7196
74202001,2481,1234,1149,1234,3750
74202002,2171,2046,110,2046,2922
74202003,2153,1965,124,1965,2812
74202004,2465,1838,564,1838,3307
74202005,3302,1871,1297,1871,4471
74202006,2390,2124,2124,191,3409
74202007,2402,1467,896,1467,3895
74202008,2555,2321,2321,164,4019
74202009,1582,1402,128,1402,2774
74202010,2371,2058,2058,257,3562
74202011,1725,980,980,659,2978
74202012,1868,1179,1179,555,3238
74202013,2610,1976,549,1976,3705
74202014,2654,2561,46,2561,3119
74203001,1779,1536,1536,127,3222
74203002,2143,1962,1962,62,3253
74203003,2350,2122,2122,90,3914
74203004,2122,1921,1921,80,3401
74203005,1839,1744,1744,38,2744
74203006,1764,1477,1477,187,3017
74203007,2210,2072,2072,47,3562
74203008,2747,1953,552,1953,4630
74203009,2555,2215,135,2215,4092
74203010,2010,1115,791,1115,3160
74203011,1504,1356,1356,75,2383
74203012,2020,1375,1375,520,3064
74203013,2632,2401,2401,104,4041
74801001,3278,2802,2802,83,5380
74801002,3989,3616,3616,117,6355
74801003,3198,1900,1900,819,5974
74801004,3675,3128,3128,225,6091
74801005,2611,2322,2322,91,4661
74801006,2661,2338,2338,188,4270
74801007,2839,2419,2419,240,5396
74801008,3456,2942,2942,214,6236
74801009,2812,1418,1228,1418,4279
74801010,2836,2322,2322,141,5018
74801011,3028,2652,2652,229,4930
74801012,1879,1485,1485,257,4622
74801013,2904,2425,2425,308,5386
74801014,3898,2450,2450,1222,6104
74801015,2489,1889,1889,129,4414
74801016,2836,1410,1410,1273,4897
74801017,2996,2494,290,2494,4504
74801018,3924,3476,232,3476,5394
74801019,2518,1975,1975,193,4735
74801020,3360,2118,1064,2118,5967
74801021,3817,3426,186,3426,5159
74801022,3473,2927,297,2927,5079
74801023,3017,1958,1958,853,5332
74801024,3484,3181,3181,169,5682
74801025,2878,2394,2394,346,4647
74801026,3147,2062,865,2062,5742
74801027,2808,2517,2517,229,4305
74801028,3229,2780,311,2780,4727
74801029,3716,2679,856,2679,5652
74801030,3397,2511,2511,687,5786
74801031,3312,2258,2258,938,5246
74801032,2893,1746,1746,971,4933
74801033,2096,1230,1230,739,4271
74801034,3049,2415,2415,37,4625
74802001,2362,1792,1792,444,3976
74802002,2190,1094,1094,992,4065
74802003,2362,1519,698,1519,3587
74802004,2401,1676,616,1676,4049
74802005,1711,819,819,795,3693
74802006,2706,2344,232,2344,4812
74802007,1750,1446,240,1446,1904
74802008,2118,1023,1023,1009,3440
74802009,2736,1912,700,1912,3884
74802010,1889,995,841,995,2907
74802011,1432,1214,1214,154,3093
74802012,1722,1283,1283,306,3426
74802013,1927,1743,1743,99,3407
74802014,2013,1833,1833,87,3230
74802015,1684,1532,1532,66,2314
74802016,1641,1537,1537,51,2269
74802017,1872,1684,1684,107,3567
74802018,2192,1976,1976,133,3674
74802019,1573,1409,1409,93,2738
74802020,2500,1574,840,1574,3712
74802021,2261,2055,2055,119,4045
74802022,1681,1534,1534,74,2578
74803001,1437,1270,1270,27,3333
74803002,1224,856,856,256,3470
74803003,1056,847,847,13,2564
74803004,1670,881,881,672,3836
74803005,1240,807,807,308,2799
74803006,1737,987,644,987,3086
74803007,1939,1574,1574,126,3555
74803008,2453,2035,2035,134,3657
74803009,1351,1121,1121,58,3776
74803010,1441,1157,1157,71,2694
74803011,953,784,784,33,2607
74803012,1483,884,884,42,2922
74803013,1722,1180,1180,117,3217
74803014,1365,1187,1187,93,3219
74803015,1608,1405,1405,55,3531
74803016,1923,1506,1506,254,3596
74804001,1977,1717,1717,190,3017
74804002,2533,2270,2270,143,3978
74804003,1749,1531,1531,102,3203
74804004,2400,1933,1933,228,3978
74804005,814,656,656,61,2071
74804006,1913,1744,1744,89,3364
74804007,2358,2197,2197,63,3913
74804008,2109,1911,1911,100,3573
74804009,1700,1363,1363,151,2982
74804010,2069,1917,1917,78,3428
74804011,1456,1195,1195,102,3108
74804012,1580,786,786,633,3002
74804013,1774,1306,1306,163,3736
74804014,1358,1084,1084,123,3391
74804015,799,563,563,193,2144
74804016,1557,824,824,659,2846
74804017,2222,1347,687,1347,4002
74804018,1959,974,974,885,4115
74804019,1174,937,937,14,3134
74804020,2068,1673,1673,147,3442
74804021,2693,1482,1482,1058,4268
74804022,2018,1835,1835,113,3252
74804023,1980,1530,1530,147,3889
74804024,2677,1463,1067,1463,4239
74804025,1805,1674,1674,43,2884
74804026,2968,2229,2229,558,4674
74804027,986,609,609,271,2329
74804028,1509,957,483,957,2584
79700001,9262,5335,5335,2866,15549
79700002,6176,5389,5389,339,14277
79700003,5303,4583,4583,278,13170
79700004,4571,3838,3838,345,13298
79700005,6178,5398,5398,314,12211
79700006,6845,6104,6104,353,13816
79700007,5789,4930,4930,442,12742
79700008,7722,6833,6833,346,14401
79700009,5834,4956,4956,358,12555
79700010,5592,5024,5024,273,11824
79700011,6953,6161,6161,367,14711
79700012,6439,4728,4728,198,13797
79700013,7043,3434,3434,3203,12552
79700014,7305,6253,6253,445,14009
79700015,10392,9231,776,9231,15882
79700016,9611,7809,1317,7809,15651
79700017,7292,4856,2090,4856,13390
79700018,9358,8067,1051,8067,14514
79700019,10107,8807,1056,8807,15389
79700020,9765,8151,1338,8151,15190
79700021,8644,5810,2346,5810,15660
79700022,8350,7166,801,7166,13110
79700023,11249,9921,888,9921,14905
79700024,9852,4605,4503,4605,16262
79700025,6024,4652,4652,978,12709
79700026,7206,6000,6000,370,14747
79700027,9373,8290,637,8290,14114
79700028,8584,7539,671,7539,13475
79700029,5950,2835,2835,2054,11555
79700030,6078,4949,4949,338,13006
79700031,9656,5218,3888,5218,15658
79700032,7684,6440,925,6440,12093
79700033,7975,3591,3484,3591,16365
79700034,7825,4516,2662,4516,14458
79700035,6505,2746,2746,2006,12581
79700036,6566,4406,1534,4406,11918
79700037,10154,8106,907,8106,15672
79700038,11465,9481,1244,9481,16223
79700039,9161,6275,2474,6275,14899
79700040,8490,7170,7170,608,15760
79700041,7924,7030,7030,393,14420
79700042,8344,4121,4121,3733,14652
79700043,7307,4047,2825,4047,12309
79700044,7523,6778,6778,283,13560
79700045,7188,6155,6155,426,14951
79700046,8483,7485,7485,307,14976
79700047,8167,6807,6807,245,15062
79700048,7185,6638,6638,173,12565
79700049,7636,6990,6990,225,13545
79700050,8150,7329,7329,273,14514
79700051,6742,5659,5659,158,12942
79700052,7787,4868,4868,219,15495
79700053,8196,5785,5785,1385,13884
79700054,8300,6022,6022,253,14840
79700055,8229,7387,7387,145,14891
79700056,8177,6594,6594,325,14167
79700057,8497,7178,7178,342,15471
79700058,8072,5719,5719,1425,14964
79700059,9076,7417,7417,271,16252
79700060,8177,7493,7493,268,13419
79700061,7707,6022,6022,207,13497
79700062,6638,5741,5741,139,10618
79700063,7915,7415,7415,147,12802
79700064,9271,8411,8411,216,14325
79700065,10691,9870,9870,297,16223
79700066,9828,9087,9087,287,16114
79700067,9112,8156,8156,557,14953
79700068,8229,7265,7265,448,14011
79700069,6677,5885,5885,361,12655
79700070,7707,6507,6507,423,14314
79700071,8165,6737,6737,436,15615
79700072,7350,3623,3236,3623,13844
79700073,6769,3291,3291,2710,12496
79700074,8655,4117,4117,4014,13857
79700075,8516,5884,2011,5884,14544
79700076,8352,6606,1309,6606,13317
79700077,8597,7589,7589,371,14970
79700078,7019,5619,5619,576,13234
79700079,8485,6864,6864,348,15578
79700080,7670,6809,6809,310,14008
79700081,7989,7010,7010,263,14810
79700082,7249,6367,6367,252,12806
79700083,7793,6999,6999,192,13320
79700084,9837,8541,8541,315,16147
79700085,8263,6421,6421,248,14280
79700086,8617,7510,7510,479,15698
79700087,6558,6036,6036,227,12528
79700088,8965,4714,3711,4714,14817
79700089,6181,5090,5090,718,13619
79700090,5179,3333,3333,413,12087
79700091,7946,4247,3337,4247,13213
79700092,8821,7261,1265,7261,14230
79700093,5054,3313,3313,938,12768
79700094,8170,6253,1271,6253,12477
79700095,8715,6728,6728,236,15827
79700096,7818,6278,6278,387,13575
79700097,8095,5844,1713,5844,15983
79700098,7210,5538,5538,1191,12663
79700099,7319,5338,5338,1301,13067
79700100,7949,4264,3211,4264,14358
79700101,7897,7093,7093,240,14167
79800001,9305,8429,8429,356,16295
79800002,9708,8474,8474,753,17114
79800003,8141,7292,7292,466,14433
79800004,9455,8358,8358,554,16163
79800005,9358,8088,8088,648,16263
79800006,9586,7902,7902,944,14608
79800007,9461,4835,4220,4835,15883
79800008,7147,3845,3845,2233,14135
79800009,8703,4691,3079,4691,16122
79800010,7049,4102,4102,2301,13688
79800011,8869,5422,5422,3026,16558
79800012,8408,7138,7138,574,16906
79800013,8588,7584,7584,503,17306
79800014,7820,6522,6522,663,14230
79800015,9077,8140,8140,339,15436
79800016,8362,6477,6477,370,14324
79800017,9639,6419,2496,6419,16604
79800018,10482,8720,1180,8720,16738
79800019,8590,7327,7327,496,15709
79800020,9443,8167,8167,515,16487
79800021,9743,8667,8667,408,15910
79800022,9772,8448,8448,711,17084
79800023,10340,8029,1990,8029,15248
79800024,7096,6177,6177,256,14420
79800025,9301,8137,8137,589,16917
79800026,8204,7106,7106,502,14906
79800027,7589,6673,6673,363,13127
79800028,7811,6806,6806,550,14590
79800029,9161,6265,6265,2289,16203
79800030,8926,7468,7468,533,16923
79800031,7170,6032,6032,538,14349
79800032,8574,4234,3946,4234,14391
79800033,8702,7661,7661,481,14038
79800034,8812,7141,7141,379,16687
79800035,10344,9323,9323,499,14614
79800036,7885,6729,6729,559,13547
79800037,7939,5677,5677,420,15151
79800038,7530,5249,5249,388,13851
